Epoch,Train Loss
1,0.181688129901886
2,0.19258999824523926
3,0.19304931163787842
4,0.19299346208572388
5,0.19290630519390106
6,0.19282753765583038
7,0.19276882708072662
8,0.19275347888469696
9,0.1927184760570526
10,0.19269590079784393
