Epoch,Train Loss
1,0.5002253651618958
2,0.5063294172286987
3,0.5064091682434082
4,0.5063937902450562
5,0.5064043402671814
6,0.5064049959182739
7,0.5064007639884949
8,0.5064003467559814
9,0.5064037442207336
10,0.5063941478729248
